country,indicator,sex,classification1,classification2,year,value
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): Total,Economic activity (ISIC-Rev.4): K. Financial and insurance activities,2022,100.235
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): Total,Economic activity (ISIC-Rev.4): L. Real estate activities,2022,10.278
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): Total,"Economic activity (ISIC-Rev.4): M. Professional, scientific and technical activities",2022,55.248
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): Total,Economic activity (ISIC-Rev.4): N. Administrative and support service activities,2022,104.4
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): Total,Economic activity (ISIC-Rev.4): O. Public administration and defence; compulsory social security,2022,271.425
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): Total,Economic activity (ISIC-Rev.4): P. Education,2022,139.674
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): Total,Economic activity (ISIC-Rev.4): Q. Human health and social work activities,2022,61.72
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): Total,"Economic activity (ISIC-Rev.4): R. Arts, entertainment and recreation",2022,41.263
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): Total,Economic activity (ISIC-Rev.4): S. Other service activities,2022,123.033
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): Total,Economic activity (ISIC-Rev.4): T. Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,2022,79.292
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): Total,Economic activity (ISIC-Rev.4): U. Activities of extraterritorial organizations and bodies,2022,1.854
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 15-24,Economic activity (ISIC-Rev.4): Total,2022,417.088
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 15-24,Economic activity (ISIC-Rev.4): A. Agriculture; forestry and fishing,2022,71.775
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 15-24,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2022,5.805
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 15-24,Economic activity (ISIC-Rev.4): C. Manufacturing,2022,89.454
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 15-24,"Economic activity (ISIC-Rev.4): E. Water supply; sewerage, waste management and remediation activities",2022,4.17
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 15-24,Economic activity (ISIC-Rev.4): F. Construction,2022,53.181
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 15-24,Economic activity (ISIC-Rev.4): G. Wholesale and retail trade; repair of motor vehicles and motorcycles,2022,91.391
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 15-24,Economic activity (ISIC-Rev.4): H. Transportation and storage,2022,23.372
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 15-24,Economic activity (ISIC-Rev.4): I. Accommodation and food service activities,2022,15.128
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 15-24,Economic activity (ISIC-Rev.4): J. Information and communication,2022,7.345
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 15-24,Economic activity (ISIC-Rev.4): K. Financial and insurance activities,2022,9.199
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 15-24,"Economic activity (ISIC-Rev.4): M. Professional, scientific and technical activities",2022,5.308
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 15-24,Economic activity (ISIC-Rev.4): N. Administrative and support service activities,2022,8.988
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 15-24,Economic activity (ISIC-Rev.4): O. Public administration and defence; compulsory social security,2022,8.989
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 15-24,Economic activity (ISIC-Rev.4): P. Education,2022,4.389
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 15-24,"Economic activity (ISIC-Rev.4): R. Arts, entertainment and recreation",2022,3.064
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 15-24,Economic activity (ISIC-Rev.4): S. Other service activities,2022,11.767
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 15-24,Economic activity (ISIC-Rev.4): T. Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,2022,2.333
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 25-54,Economic activity (ISIC-Rev.4): Total,2022,3566.605
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 25-54,Economic activity (ISIC-Rev.4): A. Agriculture; forestry and fishing,2022,760.884
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 25-54,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2022,40.15
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 25-54,Economic activity (ISIC-Rev.4): C. Manufacturing,2022,528.313
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 25-54,"Economic activity (ISIC-Rev.4): D. Electricity; gas, steam and air conditioning supply",2022,17.969
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 25-54,"Economic activity (ISIC-Rev.4): E. Water supply; sewerage, waste management and remediation activities",2022,24.384
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 25-54,Economic activity (ISIC-Rev.4): F. Construction,2022,444.174
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 25-54,Economic activity (ISIC-Rev.4): G. Wholesale and retail trade; repair of motor vehicles and motorcycles,2022,537.02
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 25-54,Economic activity (ISIC-Rev.4): H. Transportation and storage,2022,351.261
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 25-54,Economic activity (ISIC-Rev.4): I. Accommodation and food service activities,2022,95.749
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 25-54,Economic activity (ISIC-Rev.4): J. Information and communication,2022,39.505
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 25-54,Economic activity (ISIC-Rev.4): K. Financial and insurance activities,2022,83.452
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 25-54,Economic activity (ISIC-Rev.4): L. Real estate activities,2022,5.912
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 25-54,"Economic activity (ISIC-Rev.4): M. Professional, scientific and technical activities",2022,40.581
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 25-54,Economic activity (ISIC-Rev.4): N. Administrative and support service activities,2022,67.771
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 25-54,Economic activity (ISIC-Rev.4): O. Public administration and defence; compulsory social security,2022,228.956
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 25-54,Economic activity (ISIC-Rev.4): P. Education,2022,109.012
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 25-54,Economic activity (ISIC-Rev.4): Q. Human health and social work activities,2022,48.45
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 25-54,"Economic activity (ISIC-Rev.4): R. Arts, entertainment and recreation",2022,26.881
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 25-54,Economic activity (ISIC-Rev.4): S. Other service activities,2022,76.973
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 25-54,Economic activity (ISIC-Rev.4): T. Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,2022,38.359
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 25-54,Economic activity (ISIC-Rev.4): U. Activities of extraterritorial organizations and bodies,2022,0.849
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 55-64,Economic activity (ISIC-Rev.4): Total,2022,946.726
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 55-64,Economic activity (ISIC-Rev.4): A. Agriculture; forestry and fishing,2022,360.261
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 55-64,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2022,10.507
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 55-64,Economic activity (ISIC-Rev.4): C. Manufacturing,2022,101.761
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 55-64,"Economic activity (ISIC-Rev.4): D. Electricity; gas, steam and air conditioning supply",2022,3.62
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 55-64,"Economic activity (ISIC-Rev.4): E. Water supply; sewerage, waste management and remediation activities",2022,5.786
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 55-64,Economic activity (ISIC-Rev.4): F. Construction,2022,84.477
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 55-64,Economic activity (ISIC-Rev.4): G. Wholesale and retail trade; repair of motor vehicles and motorcycles,2022,134.044
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 55-64,Economic activity (ISIC-Rev.4): H. Transportation and storage,2022,72.373
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 55-64,Economic activity (ISIC-Rev.4): I. Accommodation and food service activities,2022,22.558
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 55-64,Economic activity (ISIC-Rev.4): J. Information and communication,2022,1.208
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 55-64,Economic activity (ISIC-Rev.4): K. Financial and insurance activities,2022,5.757
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 55-64,Economic activity (ISIC-Rev.4): L. Real estate activities,2022,3.26
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 55-64,"Economic activity (ISIC-Rev.4): M. Professional, scientific and technical activities",2022,7.621
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 55-64,Economic activity (ISIC-Rev.4): N. Administrative and support service activities,2022,19.567
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 55-64,Economic activity (ISIC-Rev.4): O. Public administration and defence; compulsory social security,2022,31.637
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 55-64,Economic activity (ISIC-Rev.4): P. Education,2022,22.718
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 55-64,Economic activity (ISIC-Rev.4): Q. Human health and social work activities,2022,8.626
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 55-64,"Economic activity (ISIC-Rev.4): R. Arts, entertainment and recreation",2022,5.238
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 55-64,Economic activity (ISIC-Rev.4): S. Other service activities,2022,19.671
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 55-64,Economic activity (ISIC-Rev.4): T. Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,2022,25.397
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 65+,Economic activity (ISIC-Rev.4): Total,2022,443.546
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 65+,Economic activity (ISIC-Rev.4): A. Agriculture; forestry and fishing,2022,229.089
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 65+,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2022,2.195
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 65+,Economic activity (ISIC-Rev.4): C. Manufacturing,2022,39.096
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 65+,"Economic activity (ISIC-Rev.4): E. Water supply; sewerage, waste management and remediation activities",2022,1.748
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 65+,Economic activity (ISIC-Rev.4): F. Construction,2022,18.405
